Комбинация дескриптор + алгоритм сопоставления;Количество найденных точек
change_brightness_-100_ORB_BF_L2,498
change_brightness_-100_ORB_NORM_HAMMING2,498
change_brightness_-100_ORB_NORM_L2SQR,498
change_brightness_-100_ORB_FLANN_LSH,498
change_brightness_-100_FAST+ORB_BF_L2,2478
change_brightness_-100_FAST+ORB_NORM_HAMMING2,2478
change_brightness_-100_FAST+ORB_NORM_L2SQR,2478
change_brightness_-100_FAST+ORB_FLANN_LSH,2471
change_brightness_-100_FAST+BRISK_BF_L2,2860
change_brightness_-100_FAST+BRISK_NORM_HAMMING2,2860
change_brightness_-100_FAST+BRISK_NORM_L2SQR,2860
change_brightness_-100_FAST+BRISK_FLANN_LSH,2854
change_brightness_-100_KAZE_BF_L2,446
change_brightness_-100_KAZE_NORM_L2SQR,446
change_brightness_-100_KAZE_FLANN_KDTree,446
change_brightness_-100_KAZE_FLANN_KMeans,446
change_brightness_-100_AKAZE_BF_L2,291
change_brightness_-100_AKAZE_NORM_HAMMING2,291
change_brightness_-100_AKAZE_NORM_L2SQR,291
change_brightness_-100_AKAZE_FLANN_LSH,289
change_brightness_-100_GFTT+ORB_BF_L2,844
change_brightness_-100_GFTT+ORB_NORM_HAMMING2,844
change_brightness_-100_GFTT+ORB_NORM_L2SQR,844
change_brightness_-100_GFTT+ORB_FLANN_LSH,842
change_brightness_-100_GFTT+BRISK_BF_L2,941
change_brightness_-100_GFTT+BRISK_NORM_HAMMING2,941
change_brightness_-100_GFTT+BRISK_NORM_L2SQR,941
change_brightness_-100_GFTT+BRISK_FLANN_LSH,940
change_brightness_-100_SIFT_BF_L2,587
change_brightness_-100_SIFT_NORM_L2SQR,587
change_brightness_-100_SIFT_FLANN_KDTree,587
change_brightness_-100_SIFT_FLANN_KMeans,587
change_brightness_-90_ORB_BF_L2,498
change_brightness_-90_ORB_NORM_HAMMING2,498
change_brightness_-90_ORB_NORM_L2SQR,498
change_brightness_-90_ORB_FLANN_LSH,498
change_brightness_-90_FAST+ORB_BF_L2,2478
change_brightness_-90_FAST+ORB_NORM_HAMMING2,2478
change_brightness_-90_FAST+ORB_NORM_L2SQR,2478
change_brightness_-90_FAST+ORB_FLANN_LSH,2474
change_brightness_-90_FAST+BRISK_BF_L2,2860
change_brightness_-90_FAST+BRISK_NORM_HAMMING2,2860
change_brightness_-90_FAST+BRISK_NORM_L2SQR,2860
change_brightness_-90_FAST+BRISK_FLANN_LSH,2855
change_brightness_-90_KAZE_BF_L2,446
change_brightness_-90_KAZE_NORM_L2SQR,446
change_brightness_-90_KAZE_FLANN_KDTree,446
change_brightness_-90_KAZE_FLANN_KMeans,446
change_brightness_-90_AKAZE_BF_L2,291
change_brightness_-90_AKAZE_NORM_HAMMING2,291
change_brightness_-90_AKAZE_NORM_L2SQR,291
change_brightness_-90_AKAZE_FLANN_LSH,288
change_brightness_-90_GFTT+ORB_BF_L2,844
change_brightness_-90_GFTT+ORB_NORM_HAMMING2,844
change_brightness_-90_GFTT+ORB_NORM_L2SQR,844
change_brightness_-90_GFTT+ORB_FLANN_LSH,843
change_brightness_-90_GFTT+BRISK_BF_L2,941
change_brightness_-90_GFTT+BRISK_NORM_HAMMING2,941
change_brightness_-90_GFTT+BRISK_NORM_L2SQR,941
change_brightness_-90_GFTT+BRISK_FLANN_LSH,940
change_brightness_-90_SIFT_BF_L2,587
change_brightness_-90_SIFT_NORM_L2SQR,587
change_brightness_-90_SIFT_FLANN_KDTree,587
change_brightness_-90_SIFT_FLANN_KMeans,587
change_brightness_-80_ORB_BF_L2,498
change_brightness_-80_ORB_NORM_HAMMING2,498
change_brightness_-80_ORB_NORM_L2SQR,498
change_brightness_-80_ORB_FLANN_LSH,496
change_brightness_-80_FAST+ORB_BF_L2,2478
change_brightness_-80_FAST+ORB_NORM_HAMMING2,2478
change_brightness_-80_FAST+ORB_NORM_L2SQR,2478
change_brightness_-80_FAST+ORB_FLANN_LSH,2478
change_brightness_-80_FAST+BRISK_BF_L2,2860
change_brightness_-80_FAST+BRISK_NORM_HAMMING2,2860
change_brightness_-80_FAST+BRISK_NORM_L2SQR,2860
change_brightness_-80_FAST+BRISK_FLANN_LSH,2857
change_brightness_-80_KAZE_BF_L2,446
change_brightness_-80_KAZE_NORM_L2SQR,446
change_brightness_-80_KAZE_FLANN_KDTree,446
change_brightness_-80_KAZE_FLANN_KMeans,446
change_brightness_-80_AKAZE_BF_L2,291
change_brightness_-80_AKAZE_NORM_HAMMING2,291
change_brightness_-80_AKAZE_NORM_L2SQR,291
change_brightness_-80_AKAZE_FLANN_LSH,288
change_brightness_-80_GFTT+ORB_BF_L2,844
change_brightness_-80_GFTT+ORB_NORM_HAMMING2,844
change_brightness_-80_GFTT+ORB_NORM_L2SQR,844
change_brightness_-80_GFTT+ORB_FLANN_LSH,843
change_brightness_-80_GFTT+BRISK_BF_L2,941
change_brightness_-80_GFTT+BRISK_NORM_HAMMING2,941
change_brightness_-80_GFTT+BRISK_NORM_L2SQR,941
change_brightness_-80_GFTT+BRISK_FLANN_LSH,940
change_brightness_-80_SIFT_BF_L2,587
change_brightness_-80_SIFT_NORM_L2SQR,587
change_brightness_-80_SIFT_FLANN_KDTree,587
change_brightness_-80_SIFT_FLANN_KMeans,587
change_brightness_-70_ORB_BF_L2,498
change_brightness_-70_ORB_NORM_HAMMING2,498
change_brightness_-70_ORB_NORM_L2SQR,498
change_brightness_-70_ORB_FLANN_LSH,498
change_brightness_-70_FAST+ORB_BF_L2,2478
change_brightness_-70_FAST+ORB_NORM_HAMMING2,2478
change_brightness_-70_FAST+ORB_NORM_L2SQR,2478
change_brightness_-70_FAST+ORB_FLANN_LSH,2478
change_brightness_-70_FAST+BRISK_BF_L2,2860
change_brightness_-70_FAST+BRISK_NORM_HAMMING2,2860
change_brightness_-70_FAST+BRISK_NORM_L2SQR,2860
change_brightness_-70_FAST+BRISK_FLANN_LSH,2860
change_brightness_-70_KAZE_BF_L2,446
change_brightness_-70_KAZE_NORM_L2SQR,446
change_brightness_-70_KAZE_FLANN_KDTree,446
change_brightness_-70_KAZE_FLANN_KMeans,446
change_brightness_-70_AKAZE_BF_L2,291
change_brightness_-70_AKAZE_NORM_HAMMING2,291
change_brightness_-70_AKAZE_NORM_L2SQR,291
change_brightness_-70_AKAZE_FLANN_LSH,289
change_brightness_-70_GFTT+ORB_BF_L2,844
change_brightness_-70_GFTT+ORB_NORM_HAMMING2,844
change_brightness_-70_GFTT+ORB_NORM_L2SQR,844
change_brightness_-70_GFTT+ORB_FLANN_LSH,843
change_brightness_-70_GFTT+BRISK_BF_L2,941
change_brightness_-70_GFTT+BRISK_NORM_HAMMING2,941
change_brightness_-70_GFTT+BRISK_NORM_L2SQR,941
change_brightness_-70_GFTT+BRISK_FLANN_LSH,941
change_brightness_-70_SIFT_BF_L2,587
change_brightness_-70_SIFT_NORM_L2SQR,587
change_brightness_-70_SIFT_FLANN_KDTree,587
change_brightness_-70_SIFT_FLANN_KMeans,587
change_brightness_-60_ORB_BF_L2,498
change_brightness_-60_ORB_NORM_HAMMING2,498
change_brightness_-60_ORB_NORM_L2SQR,498
change_brightness_-60_ORB_FLANN_LSH,498
change_brightness_-60_FAST+ORB_BF_L2,2478
change_brightness_-60_FAST+ORB_NORM_HAMMING2,2478
change_brightness_-60_FAST+ORB_NORM_L2SQR,2478
change_brightness_-60_FAST+ORB_FLANN_LSH,2478
change_brightness_-60_FAST+BRISK_BF_L2,2860
change_brightness_-60_FAST+BRISK_NORM_HAMMING2,2860
change_brightness_-60_FAST+BRISK_NORM_L2SQR,2860
change_brightness_-60_FAST+BRISK_FLANN_LSH,2860
change_brightness_-60_KAZE_BF_L2,446
change_brightness_-60_KAZE_NORM_L2SQR,446
change_brightness_-60_KAZE_FLANN_KDTree,446
change_brightness_-60_KAZE_FLANN_KMeans,446
change_brightness_-60_AKAZE_BF_L2,291
change_brightness_-60_AKAZE_NORM_HAMMING2,291
change_brightness_-60_AKAZE_NORM_L2SQR,291
change_brightness_-60_AKAZE_FLANN_LSH,291
change_brightness_-60_GFTT+ORB_BF_L2,844
change_brightness_-60_GFTT+ORB_NORM_HAMMING2,844
change_brightness_-60_GFTT+ORB_NORM_L2SQR,844
change_brightness_-60_GFTT+ORB_FLANN_LSH,844
change_brightness_-60_GFTT+BRISK_BF_L2,941
change_brightness_-60_GFTT+BRISK_NORM_HAMMING2,941
change_brightness_-60_GFTT+BRISK_NORM_L2SQR,941
change_brightness_-60_GFTT+BRISK_FLANN_LSH,940
change_brightness_-60_SIFT_BF_L2,587
change_brightness_-60_SIFT_NORM_L2SQR,587
change_brightness_-60_SIFT_FLANN_KDTree,587
change_brightness_-60_SIFT_FLANN_KMeans,587
change_brightness_-50_ORB_BF_L2,498
change_brightness_-50_ORB_NORM_HAMMING2,498
change_brightness_-50_ORB_NORM_L2SQR,498
change_brightness_-50_ORB_FLANN_LSH,498
change_brightness_-50_FAST+ORB_BF_L2,2478
change_brightness_-50_FAST+ORB_NORM_HAMMING2,2478
change_brightness_-50_FAST+ORB_NORM_L2SQR,2478
change_brightness_-50_FAST+ORB_FLANN_LSH,2478
change_brightness_-50_FAST+BRISK_BF_L2,2860
change_brightness_-50_FAST+BRISK_NORM_HAMMING2,2860
change_brightness_-50_FAST+BRISK_NORM_L2SQR,2860
change_brightness_-50_FAST+BRISK_FLANN_LSH,2860
change_brightness_-50_KAZE_BF_L2,446
change_brightness_-50_KAZE_NORM_L2SQR,446
change_brightness_-50_KAZE_FLANN_KDTree,446
