Комбинация дескриптор + алгоритм сопоставления;Количество найденных точек
change_brightness_-100_ORB_BF_L2,359
change_brightness_-100_ORB_NORM_HAMMING2,359
change_brightness_-100_ORB_NORM_L2SQR,359
change_brightness_-100_ORB_FLANN_LSH,357
change_brightness_-100_FAST+ORB_BF_L2,675
change_brightness_-100_FAST+ORB_NORM_HAMMING2,675
change_brightness_-100_FAST+ORB_NORM_L2SQR,675
change_brightness_-100_FAST+ORB_FLANN_LSH,673
change_brightness_-100_FAST+BRISK_BF_L2,949
change_brightness_-100_FAST+BRISK_NORM_HAMMING2,949
change_brightness_-100_FAST+BRISK_NORM_L2SQR,949
change_brightness_-100_FAST+BRISK_FLANN_LSH,949
change_brightness_-100_KAZE_BF_L2,107
change_brightness_-100_KAZE_NORM_L2SQR,107
change_brightness_-100_KAZE_FLANN_KDTree,107
change_brightness_-100_KAZE_FLANN_KMeans,107
change_brightness_-100_AKAZE_BF_L2,33
change_brightness_-100_AKAZE_NORM_HAMMING2,33
change_brightness_-100_AKAZE_NORM_L2SQR,33
change_brightness_-100_AKAZE_FLANN_LSH,27
change_brightness_-100_GFTT+ORB_BF_L2,608
change_brightness_-100_GFTT+ORB_NORM_HAMMING2,608
change_brightness_-100_GFTT+ORB_NORM_L2SQR,608
change_brightness_-100_GFTT+ORB_FLANN_LSH,608
change_brightness_-100_GFTT+BRISK_BF_L2,848
change_brightness_-100_GFTT+BRISK_NORM_HAMMING2,848
change_brightness_-100_GFTT+BRISK_NORM_L2SQR,848
change_brightness_-100_GFTT+BRISK_FLANN_LSH,848
change_brightness_-100_SIFT_BF_L2,242
change_brightness_-100_SIFT_NORM_L2SQR,242
change_brightness_-100_SIFT_FLANN_KDTree,242
change_brightness_-100_SIFT_FLANN_KMeans,242
change_brightness_-90_ORB_BF_L2,359
change_brightness_-90_ORB_NORM_HAMMING2,359
change_brightness_-90_ORB_NORM_L2SQR,359
change_brightness_-90_ORB_FLANN_LSH,358
change_brightness_-90_FAST+ORB_BF_L2,675
change_brightness_-90_FAST+ORB_NORM_HAMMING2,675
change_brightness_-90_FAST+ORB_NORM_L2SQR,675
change_brightness_-90_FAST+ORB_FLANN_LSH,675
change_brightness_-90_FAST+BRISK_BF_L2,949
change_brightness_-90_FAST+BRISK_NORM_HAMMING2,949
change_brightness_-90_FAST+BRISK_NORM_L2SQR,949
change_brightness_-90_FAST+BRISK_FLANN_LSH,949
change_brightness_-90_KAZE_BF_L2,107
change_brightness_-90_KAZE_NORM_L2SQR,107
change_brightness_-90_KAZE_FLANN_KDTree,107
change_brightness_-90_KAZE_FLANN_KMeans,107
change_brightness_-90_AKAZE_BF_L2,33
change_brightness_-90_AKAZE_NORM_HAMMING2,33
change_brightness_-90_AKAZE_NORM_L2SQR,33
change_brightness_-90_AKAZE_FLANN_LSH,29
change_brightness_-90_GFTT+ORB_BF_L2,608
change_brightness_-90_GFTT+ORB_NORM_HAMMING2,608
change_brightness_-90_GFTT+ORB_NORM_L2SQR,608
change_brightness_-90_GFTT+ORB_FLANN_LSH,608
change_brightness_-90_GFTT+BRISK_BF_L2,848
change_brightness_-90_GFTT+BRISK_NORM_HAMMING2,848
change_brightness_-90_GFTT+BRISK_NORM_L2SQR,848
change_brightness_-90_GFTT+BRISK_FLANN_LSH,848
change_brightness_-90_SIFT_BF_L2,242
change_brightness_-90_SIFT_NORM_L2SQR,242
change_brightness_-90_SIFT_FLANN_KDTree,242
change_brightness_-90_SIFT_FLANN_KMeans,242
change_brightness_-80_ORB_BF_L2,359
change_brightness_-80_ORB_NORM_HAMMING2,359
change_brightness_-80_ORB_NORM_L2SQR,359
change_brightness_-80_ORB_FLANN_LSH,358
change_brightness_-80_FAST+ORB_BF_L2,675
change_brightness_-80_FAST+ORB_NORM_HAMMING2,675
change_brightness_-80_FAST+ORB_NORM_L2SQR,675
change_brightness_-80_FAST+ORB_FLANN_LSH,675
change_brightness_-80_FAST+BRISK_BF_L2,949
