Комбинация дескриптор + алгоритм сопоставления;Количество найденных точек
ORB_BF_L2,500
ORB_NORM_HAMMING2,500
ORB_NORM_L2SQR,500
ORB_FLANN_LSH,498
FAST+ORB_BF_L2,11216
FAST+ORB_NORM_HAMMING2,11216
FAST+ORB_NORM_L2SQR,11216
FAST+ORB_FLANN_LSH,11216
FAST+BRISK_BF_L2,11913
FAST+BRISK_NORM_HAMMING2,11913
FAST+BRISK_NORM_L2SQR,11913
FAST+BRISK_FLANN_LSH,11913
KAZE_BF_L2,2080
KAZE_NORM_L2SQR,2080
KAZE_FLANN_KDTree,2080
KAZE_FLANN_KMeans,2080
AKAZE_BF_L2,1728
AKAZE_NORM_HAMMING2,1728
AKAZE_NORM_L2SQR,1728
AKAZE_FLANN_LSH,1728
GFTT+ORB_BF_L2,995
GFTT+ORB_NORM_HAMMING2,995
GFTT+ORB_NORM_L2SQR,995
GFTT+ORB_FLANN_LSH,994
GFTT+BRISK_BF_L2,1000
GFTT+BRISK_NORM_HAMMING2,1000
GFTT+BRISK_NORM_L2SQR,1000
GFTT+BRISK_FLANN_LSH,1000
SIFT_BF_L2,1826
SIFT_NORM_L2SQR,1826
SIFT_FLANN_KDTree,1826
SIFT_FLANN_KMeans,1826
